N,P,K,temperature,humidity,ph,rainfall,Year,Area_Harvested,Production,Yield,Crops
18,19,27,27.75518664,52.34605806,4.772385986000001,94.11213345,2012,2378000.0,16196000.0,6810.8,9
18,19,27,27.75518664,52.34605806,4.772385986000001,94.11213345,2013,2500000.0,18002000.0,7200.8,9
18,19,27,27.75518664,52.34605806,4.772385986000001,94.11213345,2014,2515970.0,18431330.0,7325.7,9
18,19,27,27.75518664,52.34605806,4.772385986000001,94.11213345,2015,2163000.0,18527000.0,8565.4,9
18,19,27,27.75518664,52.34605806,4.772385986000001,94.11213345,2016,2209000.0,18643000.0,8439.6,9
18,19,27,27.75518664,52.34605806,4.772385986000001,94.11213345,2017,2472000.0,23332000.0,9438.5,9
18,19,27,27.75518664,52.34605806,4.772385986000001,94.11213345,2018,2527000.0,24966000.0,9879.7,9
18,19,27,27.75518664,52.34605806,4.772385986000001,94.11213345,2019,2572000.0,25631000.0,9965.4,9
18,19,27,27.75518664,52.34605806,4.772385986000001,94.11213345,2020,2586000.0,24678000.0,9542.9,9
18,19,27,27.75518664,52.34605806,4.772385986000001,94.11213345,2021,2625000.0,24968000.0,9511.6,9
18,19,27,27.75518664,52.34605806,4.772385986000001,94.11213345,2022,2704000.0,26299000.0,9726.0,9
18,19,27,27.75518664,52.34605806,4.772385986000001,94.11213345,2023,2698000.0,26236000.0,9724.2,9
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,2004,1906700.0,11490000.0,6026.1,9
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,2005,1970400.0,11829700.0,6003.7,9
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,2006,2080700.0,12663100.0,6086.0,9
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,2007,2154000.0,13734000.0,6376.0,9
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,2008,2201000.0,13997000.0,6359.4,9
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,2009,2309000.0,12750000.0,5521.9,9
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,2010,2312300.0,15026700.0,6498.6,9
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,2011,2297000.0,15188000.0,6612.1,9
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,2012,2378000.0,16196000.0,6810.8,9
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,2013,2500000.0,18002000.0,7200.8,9
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,2014,2515970.0,18431330.0,7325.7,9
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,2015,2163000.0,18527000.0,8565.4,9
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,2016,2209000.0,18643000.0,8439.6,9
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,2017,2472000.0,23332000.0,9438.5,9
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,2018,2527000.0,24966000.0,9879.7,9
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,2019,2572000.0,25631000.0,9965.4,9
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,2020,2586000.0,24678000.0,9542.9,9
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,2021,2625000.0,24968000.0,9511.6,9
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,2022,2704000.0,26299000.0,9726.0,9
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,2023,2698000.0,26236000.0,9724.2,9
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,2004,1906700.0,11490000.0,6026.1,9
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,2005,1970400.0,11829700.0,6003.7,9
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,2006,2080700.0,12663100.0,6086.0,9
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,2007,2154000.0,13734000.0,6376.0,9
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,2008,2201000.0,13997000.0,6359.4,9
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,2009,2309000.0,12750000.0,5521.9,9
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,2010,2312300.0,15026700.0,6498.6,9
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,2011,2297000.0,15188000.0,6612.1,9
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,2012,2378000.0,16196000.0,6810.8,9
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,2013,2500000.0,18002000.0,7200.8,9
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,2014,2515970.0,18431330.0,7325.7,9
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,2015,2163000.0,18527000.0,8565.4,9
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,2016,2209000.0,18643000.0,8439.6,9
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,2017,2472000.0,23332000.0,9438.5,9
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,2018,2527000.0,24966000.0,9879.7,9
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,2019,2572000.0,25631000.0,9965.4,9
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,2020,2586000.0,24678000.0,9542.9,9
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,2021,2625000.0,24968000.0,9511.6,9
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,2022,2704000.0,26299000.0,9726.0,9
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,2023,2698000.0,26236000.0,9724.2,9
11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,2004,1906700.0,11490000.0,6026.1,9
11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,2005,1970400.0,11829700.0,6003.7,9
11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,2006,2080700.0,12663100.0,6086.0,9
11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,2007,2154000.0,13734000.0,6376.0,9
11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,2008,2201000.0,13997000.0,6359.4,9
11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,2009,2309000.0,12750000.0,5521.9,9
11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,2010,2312300.0,15026700.0,6498.6,9
11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,2011,2297000.0,15188000.0,6612.1,9
11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,2012,2378000.0,16196000.0,6810.8,9
11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,2013,2500000.0,18002000.0,7200.8,9
11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,2014,2515970.0,18431330.0,7325.7,9
11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,2015,2163000.0,18527000.0,8565.4,9
11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,2016,2209000.0,18643000.0,8439.6,9
11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,2017,2472000.0,23332000.0,9438.5,9
11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,2018,2527000.0,24966000.0,9879.7,9
11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,2019,2572000.0,25631000.0,9965.4,9
11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,2020,2586000.0,24678000.0,9542.9,9
11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,2021,2625000.0,24968000.0,9511.6,9
11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,2022,2704000.0,26299000.0,9726.0,9
11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,2023,2698000.0,26236000.0,9724.2,9
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,2004,1906700.0,11490000.0,6026.1,9
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,2005,1970400.0,11829700.0,6003.7,9
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,2006,2080700.0,12663100.0,6086.0,9
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,2007,2154000.0,13734000.0,6376.0,9
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,2008,2201000.0,13997000.0,6359.4,9
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,2009,2309000.0,12750000.0,5521.9,9
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,2010,2312300.0,15026700.0,6498.6,9
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,2011,2297000.0,15188000.0,6612.1,9
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,2012,2378000.0,16196000.0,6810.8,9
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,2013,2500000.0,18002000.0,7200.8,9
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,2014,2515970.0,18431330.0,7325.7,9
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,2015,2163000.0,18527000.0,8565.4,9
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,2016,2209000.0,18643000.0,8439.6,9
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,2017,2472000.0,23332000.0,9438.5,9
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,2018,2527000.0,24966000.0,9879.7,9
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,2019,2572000.0,25631000.0,9965.4,9
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,2020,2586000.0,24678000.0,9542.9,9
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,2021,2625000.0,24968000.0,9511.6,9
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,2022,2704000.0,26299000.0,9726.0,9
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,2023,2698000.0,26236000.0,9724.2,9
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,2004,1906700.0,11490000.0,6026.1,9
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,2005,1970400.0,11829700.0,6003.7,9
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,2006,2080700.0,12663100.0,6086.0,9
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,2007,2154000.0,13734000.0,6376.0,9
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,2008,2201000.0,13997000.0,6359.4,9
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,2009,2309000.0,12750000.0,5521.9,9
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,2010,2312300.0,15026700.0,6498.6,9
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,2011,2297000.0,15188000.0,6612.1,9
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,2012,2378000.0,16196000.0,6810.8,9
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,2013,2500000.0,18002000.0,7200.8,9
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,2014,2515970.0,18431330.0,7325.7,9
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,2015,2163000.0,18527000.0,8565.4,9
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,2016,2209000.0,18643000.0,8439.6,9
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,2017,2472000.0,23332000.0,9438.5,9
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,2018,2527000.0,24966000.0,9879.7,9
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,2019,2572000.0,25631000.0,9965.4,9
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,2020,2586000.0,24678000.0,9542.9,9
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,2021,2625000.0,24968000.0,9511.6,9
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,2022,2704000.0,26299000.0,9726.0,9
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,2023,2698000.0,26236000.0,9724.2,9
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,2004,1906700.0,11490000.0,6026.1,9
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,2005,1970400.0,11829700.0,6003.7,9
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,2006,2080700.0,12663100.0,6086.0,9
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,2007,2154000.0,13734000.0,6376.0,9
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,2008,2201000.0,13997000.0,6359.4,9
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,2009,2309000.0,12750000.0,5521.9,9
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,2010,2312300.0,15026700.0,6498.6,9
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,2011,2297000.0,15188000.0,6612.1,9
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,2012,2378000.0,16196000.0,6810.8,9
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,2013,2500000.0,18002000.0,7200.8,9
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,2014,2515970.0,18431330.0,7325.7,9
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,2015,2163000.0,18527000.0,8565.4,9
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,2016,2209000.0,18643000.0,8439.6,9
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,2017,2472000.0,23332000.0,9438.5,9
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,2018,2527000.0,24966000.0,9879.7,9
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,2019,2572000.0,25631000.0,9965.4,9
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,2020,2586000.0,24678000.0,9542.9,9
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,2021,2625000.0,24968000.0,9511.6,9
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,2022,2704000.0,26299000.0,9726.0,9
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,2023,2698000.0,26236000.0,9724.2,9
26,37,30,35.39986338,49.45962621,6.166173833999999,97.41054011,2004,1906700.0,11490000.0,6026.1,9
26,37,30,35.39986338,49.45962621,6.166173833999999,97.41054011,2005,1970400.0,11829700.0,6003.7,9
26,37,30,35.39986338,49.45962621,6.166173833999999,97.41054011,2006,2080700.0,12663100.0,6086.0,9
26,37,30,35.39986338,49.45962621,6.166173833999999,97.41054011,2007,2154000.0,13734000.0,6376.0,9
26,37,30,35.39986338,49.45962621,6.166173833999999,97.41054011,2008,2201000.0,13997000.0,6359.4,9
26,37,30,35.39986338,49.45962621,6.166173833999999,97.41054011,2009,2309000.0,12750000.0,5521.9,9
26,37,30,35.39986338,49.45962621,6.166173833999999,97.41054011,2010,2312300.0,15026700.0,6498.6,9
26,37,30,35.39986338,49.45962621,6.166173833999999,97.41054011,2011,2297000.0,15188000.0,6612.1,9
26,37,30,35.39986338,49.45962621,6.166173833999999,97.41054011,2012,2378000.0,16196000.0,6810.8,9
26,37,30,35.39986338,49.45962621,6.166173833999999,97.41054011,2013,2500000.0,18002000.0,7200.8,9
26,37,30,35.39986338,49.45962621,6.166173833999999,97.41054011,2014,2515970.0,18431330.0,7325.7,9
26,37,30,35.39986338,49.45962621,6.166173833999999,97.41054011,2015,2163000.0,18527000.0,8565.4,9
26,37,30,35.39986338,49.45962621,6.166173833999999,97.41054011,2016,2209000.0,18643000.0,8439.6,9
26,37,30,35.39986338,49.45962621,6.166173833999999,97.41054011,2017,2472000.0,23332000.0,9438.5,9
26,37,30,35.39986338,49.45962621,6.166173833999999,97.41054011,2018,2527000.0,24966000.0,9879.7,9
26,37,30,35.39986338,49.45962621,6.166173833999999,97.41054011,2019,2572000.0,25631000.0,9965.4,9
26,37,30,35.39986338,49.45962621,6.166173833999999,97.41054011,2020,2586000.0,24678000.0,9542.9,9
26,37,30,35.39986338,49.45962621,6.166173833999999,97.41054011,2021,2625000.0,24968000.0,9511.6,9
26,37,30,35.39986338,49.45962621,6.166173833999999,97.41054011,2022,2704000.0,26299000.0,9726.0,9
26,37,30,35.39986338,49.45962621,6.166173833999999,97.41054011,2023,2698000.0,26236000.0,9724.2,9
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,2004,1906700.0,11490000.0,6026.1,9
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,2005,1970400.0,11829700.0,6003.7,9
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,2006,2080700.0,12663100.0,6086.0,9
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,2007,2154000.0,13734000.0,6376.0,9
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,2008,2201000.0,13997000.0,6359.4,9
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,2009,2309000.0,12750000.0,5521.9,9
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,2010,2312300.0,15026700.0,6498.6,9
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,2011,2297000.0,15188000.0,6612.1,9
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,2012,2378000.0,16196000.0,6810.8,9
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,2013,2500000.0,18002000.0,7200.8,9
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,2014,2515970.0,18431330.0,7325.7,9
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,2015,2163000.0,18527000.0,8565.4,9
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,2016,2209000.0,18643000.0,8439.6,9
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,2017,2472000.0,23332000.0,9438.5,9
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,2018,2527000.0,24966000.0,9879.7,9
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,2019,2572000.0,25631000.0,9965.4,9
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,2020,2586000.0,24678000.0,9542.9,9
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,2021,2625000.0,24968000.0,9511.6,9
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,2022,2704000.0,26299000.0,9726.0,9
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,2023,2698000.0,26236000.0,9724.2,9
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,2004,1906700.0,11490000.0,6026.1,9
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,2005,1970400.0,11829700.0,6003.7,9
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,2006,2080700.0,12663100.0,6086.0,9
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,2007,2154000.0,13734000.0,6376.0,9
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,2008,2201000.0,13997000.0,6359.4,9
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,2009,2309000.0,12750000.0,5521.9,9
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,2010,2312300.0,15026700.0,6498.6,9
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,2011,2297000.0,15188000.0,6612.1,9
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,2012,2378000.0,16196000.0,6810.8,9
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,2013,2500000.0,18002000.0,7200.8,9
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,2014,2515970.0,18431330.0,7325.7,9
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,2015,2163000.0,18527000.0,8565.4,9
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,2016,2209000.0,18643000.0,8439.6,9
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,2017,2472000.0,23332000.0,9438.5,9
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,2018,2527000.0,24966000.0,9879.7,9
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,2019,2572000.0,25631000.0,9965.4,9
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,2020,2586000.0,24678000.0,9542.9,9
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,2021,2625000.0,24968000.0,9511.6,9
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,2022,2704000.0,26299000.0,9726.0,9
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,2023,2698000.0,26236000.0,9724.2,9
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,2004,1906700.0,11490000.0,6026.1,9
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,2005,1970400.0,11829700.0,6003.7,9
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,2006,2080700.0,12663100.0,6086.0,9
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,2007,2154000.0,13734000.0,6376.0,9
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,2008,2201000.0,13997000.0,6359.4,9
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,2009,2309000.0,12750000.0,5521.9,9
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,2010,2312300.0,15026700.0,6498.6,9
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,2011,2297000.0,15188000.0,6612.1,9
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,2012,2378000.0,16196000.0,6810.8,9
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,2013,2500000.0,18002000.0,7200.8,9
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,2014,2515970.0,18431330.0,7325.7,9
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,2015,2163000.0,18527000.0,8565.4,9
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,2016,2209000.0,18643000.0,8439.6,9
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,2017,2472000.0,23332000.0,9438.5,9
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,2018,2527000.0,24966000.0,9879.7,9
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,2019,2572000.0,25631000.0,9965.4,9
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,2020,2586000.0,24678000.0,9542.9,9
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,2021,2625000.0,24968000.0,9511.6,9
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,2022,2704000.0,26299000.0,9726.0,9
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,2023,2698000.0,26236000.0,9724.2,9
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,2004,1906700.0,11490000.0,6026.1,9
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,2005,1970400.0,11829700.0,6003.7,9
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,2006,2080700.0,12663100.0,6086.0,9
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,2007,2154000.0,13734000.0,6376.0,9
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,2008,2201000.0,13997000.0,6359.4,9
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,2009,2309000.0,12750000.0,5521.9,9
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,2010,2312300.0,15026700.0,6498.6,9
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,2011,2297000.0,15188000.0,6612.1,9
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,2012,2378000.0,16196000.0,6810.8,9
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,2013,2500000.0,18002000.0,7200.8,9
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,2014,2515970.0,18431330.0,7325.7,9
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,2015,2163000.0,18527000.0,8565.4,9
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,2016,2209000.0,18643000.0,8439.6,9
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,2017,2472000.0,23332000.0,9438.5,9
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,2018,2527000.0,24966000.0,9879.7,9
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,2019,2572000.0,25631000.0,9965.4,9
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,2020,2586000.0,24678000.0,9542.9,9
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,2021,2625000.0,24968000.0,9511.6,9
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,2022,2704000.0,26299000.0,9726.0,9
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,2023,2698000.0,26236000.0,9724.2,9
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,2004,1906700.0,11490000.0,6026.1,9
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,2005,1970400.0,11829700.0,6003.7,9
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,2006,2080700.0,12663100.0,6086.0,9
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,2007,2154000.0,13734000.0,6376.0,9
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,2008,2201000.0,13997000.0,6359.4,9
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,2009,2309000.0,12750000.0,5521.9,9
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,2010,2312300.0,15026700.0,6498.6,9
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,2011,2297000.0,15188000.0,6612.1,9
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,2012,2378000.0,16196000.0,6810.8,9
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,2013,2500000.0,18002000.0,7200.8,9
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,2014,2515970.0,18431330.0,7325.7,9
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,2015,2163000.0,18527000.0,8565.4,9
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,2016,2209000.0,18643000.0,8439.6,9
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,2017,2472000.0,23332000.0,9438.5,9
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,2018,2527000.0,24966000.0,9879.7,9
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,2019,2572000.0,25631000.0,9965.4,9
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,2020,2586000.0,24678000.0,9542.9,9
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,2021,2625000.0,24968000.0,9511.6,9
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,2022,2704000.0,26299000.0,9726.0,9
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,2023,2698000.0,26236000.0,9724.2,9
28,37,28,32.13409675,50.52559148,6.097869767000001,98.63333684,2004,1906700.0,11490000.0,6026.1,9
28,37,28,32.13409675,50.52559148,6.097869767000001,98.63333684,2005,1970400.0,11829700.0,6003.7,9
28,37,28,32.13409675,50.52559148,6.097869767000001,98.63333684,2006,2080700.0,12663100.0,6086.0,9
28,37,28,32.13409675,50.52559148,6.097869767000001,98.63333684,2007,2154000.0,13734000.0,6376.0,9
28,37,28,32.13409675,50.52559148,6.097869767000001,98.63333684,2008,2201000.0,13997000.0,6359.4,9
28,37,28,32.13409675,50.52559148,6.097869767000001,98.63333684,2009,2309000.0,12750000.0,5521.9,9
28,37,28,32.13409675,50.52559148,6.097869767000001,98.63333684,2010,2312300.0,15026700.0,6498.6,9
28,37,28,32.13409675,50.52559148,6.097869767000001,98.63333684,2011,2297000.0,15188000.0,6612.1,9
28,37,28,32.13409675,50.52559148,6.097869767000001,98.63333684,2012,2378000.0,16196000.0,6810.8,9
28,37,28,32.13409675,50.52559148,6.097869767000001,98.63333684,2013,2500000.0,18002000.0,7200.8,9
28,37,28,32.13409675,50.52559148,6.097869767000001,98.63333684,2014,2515970.0,18431330.0,7325.7,9
28,37,28,32.13409675,50.52559148,6.097869767000001,98.63333684,2015,2163000.0,18527000.0,8565.4,9
28,37,28,32.13409675,50.52559148,6.097869767000001,98.63333684,2016,2209000.0,18643000.0,8439.6,9
